Space,StartDate,Activity,Duration,Tags
Off-Work Space,2023-10-01,Homelab Engineering and Documentation,00:20:20,#Obsidian
Off-Work Space,2023-10-01,Homelab Engineering and Documentation,01:37:13,#Movie Review
Off-Work Space,2023-10-01,Videos,00:30:50,#YouTube
Off-Work Space,2023-10-01,Gaming,01:57:43,"#Battle-Royal
#Call of Duty
#Multiplayer"
Off-Work Space,2023-10-01,Gaming,02:55:35,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-01,Gaming,01:16:45,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-10-02,Unit42-Case Work,02:10:00,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-02,Unit42-Case Work,02:56:28,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-02,Homelab Engineering and Documentation,01:15:34,
Off-Work Space,2023-10-02,Gaming,00:31:37,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-02,Gaming,00:21:16,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-02,Gaming,01:49:44,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-02,Gaming,01:26:00,"#Fighting
#Mortal Kombat 1"
Off-Work Space,2023-10-03,Gaming,00:20:53,"#Fighting
#Mortal Kombat 1"
Off-Work Space,2023-10-03,Gaming,00:46:51,"#Battle-Royal
#Call of Duty
#FPS"
Work-Space,2023-10-03,Unit42-Case Work,04:33:25,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-03,Unit42-Case Work,00:57:53,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-03,Homelab Engineering and Documentation,01:05:31,"#Homarr
#Unraid"
Off-Work Space,2023-10-03,Homelab Engineering and Documentation,00:04:31,#Mailgun
Off-Work Space,2023-10-03,Homelab Engineering and Documentation,00:15:57,#Tautulli
Off-Work Space,2023-10-03,Videos,00:11:52,#YouTube
Off-Work Space,2023-10-03,Gaming,02:54:34,"#Call of Duty
#FPS"
Off-Work Space,2023-10-03,Gaming,00:30:52,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-04,Videos,00:25:12,#YouTube
Off-Work Space,2023-10-04,Gaming,00:38:38,"#Battle-Royal
#Call of Duty
#FPS"
Work-Space,2023-10-04,Unit42-Case Work,02:55:53,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-04,Unit42-Case Work,00:19:44,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-04,Unit42-Case Work,02:09:32,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-04,Gaming,00:30:58,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-04,Gaming,01:00:17,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-04,Videos,00:20:29,#YouTube
Off-Work Space,2023-10-04,Gaming,00:35:30,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-04,Gaming,02:28:38,"#Battle-Royal
#Call of Duty
#FPS"
Work-Space,2023-10-05,Unit42-Case Work,01:29:08,
Off-Work Space,2023-10-05,Gaming,00:18:49,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-05,Gaming,01:41:43,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-05,Gaming,00:05:00,
Off-Work Space,2023-10-05,Gaming,01:27:04,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-05,Gaming,00:29:31,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-05,Gaming,01:48:02,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-05,Gaming,00:50:45,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-06,Gaming,01:06:50,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-06,Unit42-Case Work,07:07:07,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-06,Gaming,02:21:30,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-07,Homelab Engineering and Documentation,00:38:34,"#SANS
#Syllabus
#Techworld-with-Nina"
Off-Work Space,2023-10-07,Homelab Engineering and Documentation,02:40:32,#Book Review
Off-Work Space,2023-10-07,Videos,00:23:02,#YouTube
Off-Work Space,2023-10-07,Gaming,00:52:27,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-07,Gaming,02:02:16,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-07,Gaming,00:48:58,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-07,Videos,00:15:00,#YouTube
Off-Work Space,2023-10-08,Gaming,00:51:56,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-08,Gaming,01:46:54,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-08,Gaming,01:54:06,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-08,Gaming,01:00:26,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-08,Gaming,00:49:13,
Off-Work Space,2023-10-08,Gaming,01:42:32,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-10-09,Unit42-Case Work,00:20:31,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-09,Unit42-Administrative,00:40:01,#Podcast
Work-Space,2023-10-09,Unit42-Case Work,01:47:22,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-09,Unit42-Administrative,00:26:02,"#ASTM
#Internal Meeting
#Meta"
Work-Space,2023-10-09,Unit42-Case Work,02:00:32,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-10-09,Homelab Engineering and Documentation,01:04:33,#Movie Review
Off-Work Space,2023-10-09,Gaming,00:11:46,
Off-Work Space,2023-10-09,Gaming,00:49:32,
Off-Work Space,2023-10-09,Videos,00:40:12,#YouTube
Off-Work Space,2023-10-09,Gaming,00:53:50,
Off-Work Space,2023-10-09,Gaming,01:15:20,
Off-Work Space,2023-10-10,Gaming,00:54:35,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-10,Unit42-Case Work,00:12:00,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-10,Unit42-Administrative,00:30:00,"#1-on-1
#Internal Meeting"
Work-Space,2023-10-10,Unit42-Case Work,01:35:29,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-10,Unit42-Case Work,03:24:07,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-10,Gaming,00:08:48,
Off-Work Space,2023-10-10,Chateau Events,00:03:36,#Tax Document
Off-Work Space,2023-10-10,Gaming,00:54:23,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-10,Gaming,01:25:57,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-10,Gaming,00:32:47,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-10,Gaming,00:59:40,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-10,Gaming,01:06:36,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-11,Videos,00:23:51,#Plex
Off-Work Space,2023-10-11,Gaming,01:02:05,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-11,Unit42-Case Work,02:10:23,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-11,Unit42-Case Work,00:41:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-11,Videos,00:07:41,#YouTube
Off-Work Space,2023-10-11,Gaming,01:57:43,
Off-Work Space,2023-10-11,Mimir Cyber,00:21:04,"#Gmail
#Instagram
#SkellyBob"
Off-Work Space,2023-10-11,Gaming,02:04:10,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-16,Gaming,00:48:15,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-16,Videos,00:08:05,#YouTube
Off-Work Space,2023-10-16,Chateau Events,00:18:11,#Counseling
Off-Work Space,2023-10-16,Homelab Engineering and Documentation,01:35:17,
Off-Work Space,2023-10-16,Gaming,00:23:37,
Off-Work Space,2023-10-16,Gaming,01:31:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-16,Gaming,00:35:07,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-16,Gaming,01:56:30,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-17,Gaming,01:33:52,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-17,Gaming,01:16:56,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-17,Videos,00:34:58,#Plex
Off-Work Space,2023-10-17,Gaming,00:22:43,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-17,Videos,00:30:49,#YouTube
Off-Work Space,2023-10-17,Gaming,01:17:41,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-17,Gaming,01:01:32,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-18,Gaming,00:42:22,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-18,Unit42-Case Work,01:41:30,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-18,Unit42-Case Work,02:00:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-18,Gaming,01:00:10,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-18,Gaming,00:11:11,
Off-Work Space,2023-10-18,Mimir Cyber,00:40:18,"#BEC
#Post"
Off-Work Space,2023-10-18,Gaming,00:28:57,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-18,Gaming,00:59:52,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-19,Gaming,01:10:37,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-19,Unit42-Case Work,05:53:53,"#Meta
#Traffic-analysis"
Off-Work Space,2023-10-19,Mimir Cyber,01:15:35,"#BEC
#Post"
Off-Work Space,2023-10-19,Mimir Cyber,00:37:55,"#Ghost
#Magic-link
#Troubleshooting"
Off-Work Space,2023-10-19,Gaming,01:05:50,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-19,Gaming,00:27:24,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-20,Gaming,01:08:19,"#Assassin's Creed Mirage
#Open World
#RPG"
Work-Space,2023-10-20,Unit42-Case Work,03:21:40,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-20,Unit42-Administrative,00:48:04,
Work-Space,2023-10-20,Unit42-Case Work,00:59:38,"#ASTM
#Meta
#QC
#Traffic-analysis"
Work-Space,2023-10-20,Unit42-Case Work,00:23:14,"#ASTM
#Meta
#QC
#Traffic-analysis"
Off-Work Space,2023-10-20,Homelab Engineering and Documentation,00:54:24,"#IR-with-Jupyter
#VM"
Off-Work Space,2023-10-20,Gaming,00:55:10,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-20,Gaming,00:40:49,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-20,Mimir Cyber,01:16:16,"#CTF
#Mentorship
#NCL"
Off-Work Space,2023-10-20,Gaming,01:45:00,"#Assassin's Creed Mirage
#Open World
#RPG"
Off-Work Space,2023-10-20,Gaming,01:08:49,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-21,Gaming,00:40:00,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-21,Gaming,00:09:03,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-21,Gaming,01:20:37,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-21,Gaming,01:10:30,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-22,Gaming,00:41:08,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-22,Gaming,00:19:40,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-22,Videos,00:54:00,#YouTube
Off-Work Space,2023-10-22,Mimir Cyber,00:35:53,"#Linux
#Mentorship"
Off-Work Space,2023-10-22,Gaming,00:46:17,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-22,Gaming,00:39:49,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-22,Gaming,00:49:29,"#FPS
#Flight
#HOTAS
#Star Wars Squadrons"
Work-Space,2023-10-23,Unit42-Case Work,01:35:46,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-23,Unit42-Case Work,02:29:17,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-23,Unit42-Administrative,00:41:12,"#Client Meeting
#Panel
#Speakers Prep"
Off-Work Space,2023-10-23,Gaming,00:17:17,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-23,Mimir Cyber,00:07:48,"#IR-with-Jupyter
#Incident Response
#Jupyter"
Off-Work Space,2023-10-23,Gaming,01:18:14,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-23,Gaming,00:47:09,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-24,Homelab Engineering and Documentation,00:36:52,"#Alexa
#Home Assistant
#Smart Home"
Off-Work Space,2023-10-24,Gaming,00:32:57,"#Battle-Royal
#Call of Duty
#FPS"
Work-Space,2023-10-24,Unit42-Case Work,02:49:39,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-24,Unit42-Case Work,00:45:57,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-24,Unit42-Administrative,00:21:32,"#ASTM
#Internal Meeting
#Logged Out
#Meta"
Off-Work Space,2023-10-24,Homelab Engineering and Documentation,00:07:16,#Obsidian
Work-Space,2023-10-24,Unit42-Administrative,01:23:17,"#Keynote
#Presentation
#Speakers Prep"
Off-Work Space,2023-10-24,Gaming,00:42:55,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-24,Gaming,00:25:43,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-24,Gaming,00:34:43,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-24,Gaming,00:23:29,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-24,Gaming,00:31:51,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-24,Gaming,00:19:24,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-27,Homelab Engineering and Documentation,01:33:43,"#Movie Review
#Obsidian"
Off-Work Space,2023-10-28,Homelab Engineering and Documentation,01:18:01,"#Movie Review
#Obsidian"
Off-Work Space,2023-10-28,Mimir Cyber,00:10:04,
Off-Work Space,2023-10-28,Homelab Engineering and Documentation,00:12:29,"#Movie Review
#Obsidian"
Off-Work Space,2023-10-28,Homelab Engineering and Documentation,01:43:49,"#Book Review
#Obsidian"
Off-Work Space,2023-10-28,Studying,00:45:20,"#GCSA
#SANS
#SANS SEC-540"
Off-Work Space,2023-10-28,Videos,01:41:05,#YouTube
Off-Work Space,2023-10-28,Gaming,00:40:46,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-28,Gaming,01:02:47,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-29,Videos,00:46:04,#YouTube
Off-Work Space,2023-10-29,Gaming,00:38:07,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-29,Gaming,01:17:53,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-29,Gaming,01:18:45,
Off-Work Space,2023-10-29,Videos,00:18:21,#YouTube
Off-Work Space,2023-10-29,Gaming,01:24:48,"#Baldur's Gate 3
#DnD
#Point and Click
#RPG"
Work-Space,2023-10-30,Unit42-Case Work,01:31:00,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-30,Unit42-Case Work,00:38:18,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-30,Unit42-Administrative,00:22:01,"#Keynote
#Presentation
#Speakers Prep"
Off-Work Space,2023-10-30,Mimir Cyber,00:59:59,"#Business Development
#Mentorship"
Work-Space,2023-10-30,Unit42-Administrative,01:18:33,"#Keynote
#Presentation
#Speakers Prep"
Off-Work Space,2023-10-30,Videos,00:28:12,#YouTube
Off-Work Space,2023-10-30,Mimir Cyber,00:31:33,"#CTF
#Mentorship"
Off-Work Space,2023-10-30,Gaming,00:51:42,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-10-30,Gaming,00:25:50,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-30,Gaming,02:38:09,"#Baldur's Gate 3
#DnD
#Point and Click
#RPG"
Off-Work Space,2023-10-31,Gaming,01:16:34,"#Baldur's Gate 3
#DnD
#Point and Click
#RPG"
Work-Space,2023-10-31,Unit42-Case Work,03:57:45,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-10-31,Unit42-Case Work,01:45:00,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-10-31,Mimir Cyber,00:50:00,"#Setup
#Todoist"
Off-Work Space,2023-10-31,Homelab Engineering and Documentation,00:31:44,"#Movie Review
#Obsidian"
Off-Work Space,2023-10-31,Gaming,00:24:51,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-10-31,Gaming,01:45:44,"#Baldur's Gate 3
#DnD
#Point and Click
#RPG"
Work-Space,2023-11-01,Unit42-Case Work,03:07:13,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-01,Studying,01:49:12,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-01,Gaming,00:44:44,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-01,Gaming,00:10:12,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-01,Gaming,00:55:05,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-01,Gaming,01:19:51,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-01,Gaming,01:56:32,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-02,Gaming,00:23:47,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-02,Gaming,00:18:43,"#Call of Duty
#FPS
#Multiplayer"
Work-Space,2023-11-02,Unit42-Case Work,01:43:19,"#ASTM
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-02,Studying,00:46:00,"#GCSA
#Index
#SANS
#SANS SEC-540"
Work-Space,2023-11-02,Unit42-Administrative,00:42:18,"#1-on-1
#Internal Meeting"
Off-Work Space,2023-11-02,Gaming,01:38:39,"#Call of Duty
#FPS
#Single player"
Off-Work Space,2023-11-02,Gaming,03:24:03,"#Call of Duty
#FPS
#Single player"
Off-Work Space,2023-11-02,Gaming,00:45:26,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-03,Gaming,01:25:07,
Work-Space,2023-11-03,Unit42-Case Work,01:23:40,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-11-03,Unit42-Administrative,00:51:23,"#Training
#XSIAM"
Off-Work Space,2023-11-03,Studying,01:23:51,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-03,Videos,00:15:50,#YouTube
Off-Work Space,2023-11-03,Studying,01:06:20,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-03,Gaming,01:40:54,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-03,Gaming,01:07:28,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-04,Homelab Engineering and Documentation,00:23:18,"#Obsidian
#OneNote"
Off-Work Space,2023-11-04,Homelab Engineering and Documentation,01:36:55,
Off-Work Space,2023-11-04,Mimir Cyber,01:02:11,"#CTF
#NCL
#Nmap
#Port Knocking"
Off-Work Space,2023-11-04,Studying,00:44:29,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-04,Videos,00:04:42,#YouTube
Off-Work Space,2023-11-04,Studying,00:22:02,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-04,Homelab Engineering and Documentation,00:26:17,#XSOAR
Off-Work Space,2023-11-04,Gaming,00:52:27,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-04,Videos,00:31:06,#YouTube
Off-Work Space,2023-11-04,Gaming,01:02:58,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-04,Gaming,01:46:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-05,Homelab Engineering and Documentation,01:02:00,"#Data consolidation
#GDrive
#Scheduling"
Off-Work Space,2023-11-05,Mimir Cyber,00:28:43,"#CTF
#NCL
#Nmap
#Port Knocking"
Off-Work Space,2023-11-05,Videos,00:19:52,#YouTube
Off-Work Space,2023-11-05,Mimir Cyber,01:00:06,"#CTF
#NCL
#Web App"
Off-Work Space,2023-11-05,Mimir Cyber,01:06:37,"#CTF
#Forensics
#NCL"
Off-Work Space,2023-11-05,Videos,00:18:31,#YouTube
Off-Work Space,2023-11-05,Studying,00:46:03,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-05,Gaming,01:33:46,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-05,Gaming,01:06:52,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-05,Gaming,00:12:33,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-05,Gaming,04:28:10,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-06,Gaming,01:18:54,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-06,Unit42-Case Work,02:20:38,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-11-06,Unit42-Case Work,02:35:26,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-06,Studying,01:09:08,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-06,Gaming,02:01:45,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-07,Gaming,01:14:24,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-07,Unit42-Case Work,02:45:31,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-07,Unit42-Case Work,01:39:54,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-07,Studying,00:53:49,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-07,Videos,00:19:48,#Plex
Off-Work Space,2023-11-07,Gaming,00:24:19,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-07,Gaming,01:23:13,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-07,Gaming,01:35:09,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-08,Gaming,00:27:52,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-08,Unit42-Administrative,00:29:18,#1-on-1
Work-Space,2023-11-08,Unit42-Case Work,01:15:26,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-08,Chateau Events,00:27:42,#Job Application
Work-Space,2023-11-08,Unit42-Case Work,00:26:45,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Off-Work Space,2023-11-08,Mimir Cyber,00:52:40,"#1:1
#Mentorship"
Off-Work Space,2023-11-08,Studying,00:47:43,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-08,Videos,00:20:28,#YouTube
Off-Work Space,2023-11-08,Gaming,01:10:00,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-08,Gaming,01:47:06,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-08,Gaming,00:21:04,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-09,Videos,00:08:46,#YouTube
Off-Work Space,2023-11-09,Gaming,01:20:12,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-09,Unit42-Case Work,01:47:50,"#ASTM
#DEVA
#Meta
#Traffic-analysis"
Work-Space,2023-11-09,Unit42-Case Work,00:18:29,
Off-Work Space,2023-11-09,Studying,01:15:27,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-09,Videos,00:12:19,#YouTube
Off-Work Space,2023-11-09,Gaming,01:54:30,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-09,Gaming,01:44:38,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-09,Gaming,01:22:53,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-10,Videos,00:41:00,#YouTube
Off-Work Space,2023-11-10,Homelab Engineering and Documentation,00:23:48,"#Obsidian
#Troubleshooting"
Off-Work Space,2023-11-10,Studying,01:35:33,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-10,Gaming,01:03:44,"#Call of Duty
#FPS
#Multiplayer"
Off-Work Space,2023-11-10,Gaming,01:38:32,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-10,Gaming,01:01:12,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-10,Gaming,01:53:13,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-10,Gaming,02:10:55,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-11,Studying,01:07:44,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-11,Gaming,02:00:11,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-11,Gaming,00:47:15,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-11,Gaming,01:22:00,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-11,Gaming,00:46:21,"#Battle-Royal
#Call of Duty
#FPS"
Off-Work Space,2023-11-11,Videos,00:41:54,#YouTube
Off-Work Space,2023-11-11,Gaming,03:26:17,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-12,Videos,00:15:46,#YouTube
Off-Work Space,2023-11-12,Homelab Engineering and Documentation,00:46:12,"#Book Review
#Obsidian"
Off-Work Space,2023-11-12,Gaming,04:05:50,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-12,Gaming,01:07:34,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-12,Studying,00:16:58,"#GCSA
#Index
#SANS
#SANS SEC-540"
Off-Work Space,2023-11-12,Gaming,00:41:00,"#Call of Duty
#FPS
#Zombies"
Off-Work Space,2023-11-12,Gaming,00:33:54,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-12,Gaming,03:03:43,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Off-Work Space,2023-11-13,Gaming,01:22:03,"#Baldur's Gate 3
#Open World
#Point and Click
#RPG"
Work-Space,2023-11-13,Unit42-Case Work,01:12:37,"#ASTM
#Meta
#Traffic-analysis"
Work-Space,2023-11-13,Unit42-Administrative,00:26:39,"#Keynote
#Presentation"
